lat,lon,elevation
43.242,76.917,817.0
43.285,76.837,742.0
43.344,76.807,704.0
43.36,76.921,677.0
43.364,76.996,666.0
43.209,76.966,1032.0
43.295,76.945,725.0
43.236,76.825,789.0
43.287,76.969,734.0
43.208,76.905,929.0
43.215,76.843,864.0
43.358,77.136,761.0
43.204,77.002,1189.0
43.341,76.87,724.0
43.362,76.977,671.0
43.33,76.939,692.0
43.356,76.933,680.0
43.335,76.803,708.0
43.288,76.86,736.0
43.282,76.893,741.0
43.348,76.938,671.0
43.347,77.039,680.0
43.203,76.797,825.0
43.208,76.796,815.0
43.234,76.814,783.0
43.281,76.997,766.0
43.306,76.901,722.0
43.359,77.016,668.0
43.207,77.037,1490.0
43.344,76.879,694.0
43.133,76.855,1530.0
43.33,76.877,710.0
43.352,77.165,808.0
43.339,76.881,694.0
43.245,77.033,1169.0
43.393,76.979,649.0
43.25,76.793,764.0
43.349,77.037,677.0
43.39,77.007,648.0
43.38,77.011,654.0
43.341,76.878,693.0
43.162,77.077,1917.0
43.115,77.08,2449.0
43.338,76.853,701.0
43.342,76.879,691.0
43.346,76.876,694.0
43.338,76.804,706.0
43.362,76.919,679.0
43.345,76.876,689.0
43.348,76.85,689.0
43.399,76.983,629.0
43.399,76.982,631.0
43.346,76.875,689.0
43.261,77.011,1000.0
43.387,76.975,636.0
43.351,77.166,811.0
43.162,77.067,1769.0
43.323,77.028,698.0
43.235,77.039,1323.0
43.16,77.092,2186.0
43.335,76.879,695.0
43.394,77.002,647.0
43.371,76.927,672.0
43.353,76.825,697.0
43.289,76.78,751.0
43.282,76.798,756.0
43.152,77.109,2671.0
43.392,76.98,638.0
43.131,76.833,1511.0
43.161,77.088,2178.0
43.389,76.978,635.0
43.368,76.925,671.0
43.132,77.079,2191.0
43.344,76.878,690.0
43.361,76.918,679.0
43.297,76.754,742.0
43.283,76.797,752.0
43.364,77.141,751.0
43.381,76.965,646.0
43.339,76.88,692.0
43.131,76.867,1404.0
43.374,77.068,673.0
43.322,77.028,701.0
43.363,77.136,745.0
43.16,77.087,2153.0
43.159,77.086,2085.0
43.328,76.881,693.0
43.336,76.851,699.0
43.336,76.88,694.0
43.357,77.161,790.0
43.339,76.89,685.0
43.158,77.1,2382.0
43.348,77.142,791.0
43.251,76.786,758.0
43.337,76.88,693.0
43.337,76.881,693.0
43.331,76.882,710.0
43.33,76.881,705.0
43.323,76.783,724.0
43.161,77.079,1945.0
43.296,76.759,743.0
43.344,77.142,802.0
43.091,77.083,3117.0
43.384,76.967,651.0
43.321,77.027,700.0
43.34,76.878,714.0
43.261,76.792,760.0
43.151,77.109,2700.0
43.341,76.879,695.0
43.357,77.134,757.0
43.335,76.88,695.0
43.348,77.141,788.0
43.2,76.78,824.0
43.162,76.78,1011.0
43.403,76.987,626.0
43.4,76.996,642.0
43.38,76.964,650.0
43.231,76.772,774.0
43.148,76.799,1150.0
43.117,77.121,3011.0
43.37,77.012,658.0
43.304,76.755,736.0
43.342,76.88,694.0
43.101,77.08,2900.0
43.136,77.077,2088.0
43.343,76.879,691.0
43.387,76.972,645.0
43.047,76.964,3004.0
43.165,76.787,1015.0
43.175,77.103,1988.0
43.18,77.112,2232.0
43.286,76.79,746.0
43.323,76.784,724.0
43.317,76.772,723.0
43.346,77.166,825.0
43.347,77.034,675.0
43.05,76.951,3233.0
43.363,77.137,748.0
43.376,77.087,670.0
43.131,76.864,1438.0
43.272,76.797,753.0
43.355,76.844,693.0
43.382,76.958,661.0
43.33,76.878,698.0
43.342,77.138,797.0
43.34,76.879,694.0
43.347,76.852,689.0
43.336,76.878,720.0
43.226,77.051,1371.0
43.262,77.009,998.0
43.391,76.98,633.0
43.157,76.793,1112.0
43.226,77.052,1388.0
43.157,77.103,2434.0
43.17,76.792,992.0
43.388,76.976,635.0
43.159,77.084,2060.0
43.16,76.777,997.0
43.353,76.83,698.0
43.354,77.164,802.0
43.137,77.076,2058.0
43.155,77.106,2552.0
43.259,76.789,760.0
43.363,76.919,678.0
43.386,76.972,637.0
43.159,76.778,1013.0
43.121,76.894,1522.0
43.065,76.967,2781.0
43.154,77.064,1784.0
43.26,77.014,1028.0
43.367,77.132,733.0
43.169,77.128,2680.0
43.32,77.026,700.0
43.363,76.92,677.0
43.16,77.095,2279.0
43.134,77.078,2170.0
43.324,76.785,719.0
43.227,77.052,1408.0
43.315,76.742,726.0
43.043,76.958,3180.0
43.335,76.852,703.0
43.249,77.032,1082.0
43.383,76.968,640.0
43.26,77.012,1041.0
43.144,77.064,1847.0
43.05,76.967,2805.0
43.333,76.878,700.0
43.33,76.879,701.0
43.312,76.74,726.0
43.168,76.793,1012.0
43.112,77.09,3001.0
43.197,76.787,838.0
43.262,77.006,1015.0
43.367,76.923,675.0
43.195,77.072,1816.0
43.364,77.138,747.0
43.125,76.843,1487.0
43.352,77.138,776.0
43.333,76.877,719.0
43.159,77.083,2029.0
43.138,77.076,2053.0
43.332,76.883,700.0
43.33,76.876,722.0
43.364,77.134,741.0
43.333,76.879,697.0
43.354,77.163,803.0
43.354,76.849,687.0
43.4,76.984,627.0
43.36,76.918,679.0
43.251,76.793,764.0
43.359,77.131,749.0
43.159,77.085,2092.0
43.119,76.897,1600.0
43.199,76.781,826.0
43.197,76.789,842.0
43.265,77.011,889.0
43.102,76.899,1668.0
43.045,76.989,2511.0
43.32,76.783,726.0
43.387,77.009,647.0
43.396,76.981,630.0
43.252,76.782,759.0
43.397,76.982,629.0
43.178,77.147,2726.0
43.139,77.072,1978.0
43.331,76.878,697.0
43.344,76.877,691.0
43.128,77.088,2368.0
43.043,76.986,2580.0
43.266,76.787,764.0
43.286,76.797,751.0
43.373,76.929,670.0
43.37,76.925,672.0
43.39,76.978,650.0
43.359,77.132,751.0
43.366,77.141,744.0
43.069,76.968,2536.0
43.374,77.085,674.0
43.394,76.98,630.0
43.375,77.013,655.0
43.341,77.139,800.0
43.094,76.9,2025.0
43.133,76.866,1375.0
43.335,77.144,819.0
43.36,77.06,681.0
43.335,76.86,711.0
43.352,76.909,691.0
43.388,77.008,637.0
43.078,76.962,2430.0
43.343,77.141,801.0
43.085,76.937,2447.0
43.393,77.005,647.0
43.199,77.113,1848.0
43.116,77.087,2764.0
43.135,76.855,1510.0
43.325,76.784,722.0
43.121,76.843,1550.0
43.356,77.162,794.0
43.335,76.854,703.0
43.159,77.096,2266.0
43.157,76.792,1110.0
43.399,76.992,645.0
43.132,76.856,1541.0
43.402,76.985,640.0
43.146,76.806,1360.0
43.231,76.771,774.0
43.4,76.983,634.0
43.084,76.946,2257.0
43.282,76.785,762.0
43.154,77.117,2745.0
43.144,77.066,1900.0
43.384,76.968,644.0
43.044,76.937,3240.0
43.364,77.135,743.0
43.23,77.048,1369.0
43.156,77.104,2465.0
43.355,76.912,686.0
43.388,76.975,642.0
43.123,76.848,1619.0
43.329,76.797,719.0
43.237,77.04,1290.0
43.253,76.791,763.0
43.342,77.164,835.0
43.354,76.837,696.0
43.343,77.143,804.0
43.361,77.146,762.0
43.349,77.167,820.0
43.363,76.922,675.0
43.393,77.003,648.0
43.313,76.74,725.0
43.379,76.963,644.0
43.164,76.787,1027.0
43.371,77.012,658.0
43.2,76.783,814.0
43.224,77.054,1383.0
43.346,76.807,699.0
43.127,77.092,2453.0
43.267,76.787,764.0
43.305,77.031,726.0
43.335,76.889,690.0
43.127,77.091,2439.0
43.335,76.881,707.0
43.373,77.069,674.0
43.162,77.078,1922.0
43.071,77.09,3373.0
43.333,77.146,828.0
43.341,76.854,694.0
43.276,77.014,820.0
43.346,77.142,794.0
43.389,76.977,639.0
43.23,76.882,840.0
43.331,76.803,716.0
43.281,76.885,749.0
43.36,77.024,666.0
43.292,76.807,764.0
43.309,76.817,801.0
43.247,76.952,849.0
43.224,76.862,856.0
43.31,76.788,724.0
43.225,76.992,1121.0
43.336,76.979,683.0
43.29,76.789,754.0
43.262,76.896,764.0
43.283,76.824,762.0
43.232,76.867,830.0
43.214,76.878,904.0
43.221,77.016,1262.0
43.284,76.901,739.0
43.378,76.979,655.0
43.272,76.954,761.0
43.26,76.941,788.0
43.229,76.97,962.0
43.241,76.923,823.0
43.299,76.842,731.0
43.336,76.963,685.0
43.313,76.952,702.0
43.384,77.101,676.0
43.36,76.988,664.0
43.256,76.863,764.0
43.359,77.026,668.0
43.354,76.934,684.0
43.302,76.793,728.0
43.204,76.836,891.0
43.258,77.009,1008.0
43.274,76.89,750.0
43.29,76.891,734.0
43.363,76.984,665.0
43.279,76.836,744.0
43.306,76.851,725.0
43.248,76.94,830.0
43.242,76.918,819.0
43.205,77.041,1528.0
43.305,76.892,718.0
43.345,76.928,690.0
43.21,76.789,804.0
43.306,76.846,722.0
43.325,76.915,700.0
43.21,76.874,914.0
43.237,76.88,815.0
43.244,76.859,787.0
43.222,77.009,1113.0
43.314,76.804,767.0
43.212,76.789,801.0
43.253,76.899,783.0
43.324,76.832,734.0
43.283,76.996,759.0
43.316,76.778,729.0
43.269,76.998,844.0
43.268,76.932,763.0
43.306,76.757,742.0
43.267,76.828,751.0
43.209,76.923,942.0
43.223,77.051,1408.0
43.286,76.968,735.0
43.327,76.99,677.0
43.282,76.967,742.0
43.327,76.837,728.0
43.233,76.923,846.0
43.271,76.943,761.0
43.296,76.868,719.0
43.348,76.834,701.0
43.221,76.984,1049.0
43.308,76.991,709.0
43.388,77.007,637.0
43.285,76.882,745.0
43.247,77.024,1136.0
43.355,77.037,675.0
43.23,76.838,809.0
43.231,76.933,876.0
43.319,76.925,705.0
43.298,76.844,734.0
43.268,76.829,750.0
43.333,76.845,711.0
43.292,76.943,729.0
43.302,76.938,719.0
43.288,76.897,737.0
43.244,76.988,951.0
43.334,76.958,686.0
43.278,76.964,748.0
43.339,76.822,707.0
43.208,77.037,1462.0
43.324,76.815,756.0
43.318,76.83,754.0
43.264,76.955,787.0
43.355,77.148,781.0
43.239,76.869,774.0
43.281,76.813,766.0
43.226,76.815,800.0
43.202,76.936,1014.0
43.334,76.876,724.0
43.271,76.845,752.0
43.241,76.953,877.0
43.208,76.987,1128.0
43.206,76.863,920.0
43.325,76.987,689.0
43.34,76.954,684.0
43.275,76.964,754.0
43.376,76.965,662.0
43.319,76.918,706.0
43.322,76.804,733.0
43.341,77.153,823.0
43.255,76.939,803.0
43.295,76.782,753.0
43.368,76.991,660.0
43.323,76.997,689.0
43.295,76.878,735.0
43.28,76.919,750.0
43.317,76.806,765.0
43.243,77.019,1106.0
43.201,76.797,829.0
43.263,76.85,754.0
43.247,76.985,958.0
43.333,76.967,686.0
43.341,77.146,811.0
43.211,76.881,913.0
43.283,76.825,759.0
43.259,76.895,769.0
43.226,76.787,784.0
43.286,76.842,738.0
43.296,76.777,751.0
43.282,76.871,739.0
43.343,77.158,825.0
43.304,76.797,754.0
43.216,76.821,834.0
43.242,76.827,776.0
43.256,76.913,784.0
43.301,76.797,752.0
43.21,76.951,977.0
43.352,76.999,670.0
43.286,76.899,739.0
43.268,76.953,775.0
43.334,76.847,711.0
43.327,76.808,719.0
43.275,76.961,753.0
43.255,77.019,1120.0
43.34,76.938,670.0
43.325,76.785,720.0
43.25,76.806,765.0
43.312,77.008,701.0
43.336,76.901,698.0
43.252,76.866,768.0
43.367,77.005,648.0
43.254,76.907,788.0
43.277,76.901,750.0
43.344,76.923,686.0
43.234,76.989,1125.0
43.227,76.843,825.0
43.262,76.856,755.0
43.318,76.812,783.0
43.269,76.926,759.0
43.212,76.895,913.0
43.347,77.149,803.0
43.298,76.78,753.0
43.239,76.876,808.0
43.349,77.154,809.0
43.27,76.978,777.0
